Batch,Rater,Trial,Text,Rating,Subject,Text_Language,Text_Type,Time,Rater_Sex,Rater_Age,Rater_NativeLanguage,Rater_NativeLanguage2,Rater_NativeLanguageOther,Rater_Country,Rater_Education,Rater_Profession,Rater_OtherProfession,Rater_TeacherLevel,Rater_StudentField
French_E,5878938c99c52,13,T_CF_3_narr_F_C_3,5,T_CF_3,French,narr,3,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,14,AE_PLF_4_arg_F_C_1,4,AE_PLF_4,French,arg,1,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,15,Y_PNF_3_arg_F_C_1,3,Y_PNF_3,French,arg,1,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,16,AD_PLF_2_arg_F_C_1,3,AD_PLF_2,French,arg,1,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,17,Y_PNF_33_narr_F_C_2,3,Y_PNF_33,French,narr,2,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,18,R_CF_14_narr_F_C_1,2,R_CF_14,French,narr,1,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,19,D_PLF_7_narr_F_C_1,3,D_PLF_7,French,narr,1,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,20,P_CF_9_arg_F_C_2,8,P_CF_9,French,arg,2,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,21,Z_PLF_4_arg_F_C_1,4,Z_PLF_4,French,arg,1,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,22,D_PLF_4_arg_F_C_1,4,D_PLF_4,French,arg,1,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,23,A_PLF_7_narr_F_C_1,3,A_PLF_7,French,narr,1,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,24,R_CF_6_narr_F_C_3,5,R_CF_6,French,narr,3,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,25,Y_PNF_26_arg_F_C_3,5,Y_PNF_26,French,arg,3,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,26,AE_PLF_4_arg_F_C_3,3,AE_PLF_4,French,arg,3,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,27,AD_PLF_21_arg_F_C_2,4,AD_PLF_21,French,arg,2,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,28,A_PLF_15_narr_F_C_1,4,A_PLF_15,French,narr,1,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,29,R_CF_20_arg_F_C_2,3,R_CF_20,French,arg,2,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,30,AD_PLF_8_arg_F_C_3,5,AD_PLF_8,French,arg,3,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,31,Y_PNF_34_arg_F_C_3,5,Y_PNF_34,French,arg,3,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,32,W_CF_5_arg_F_C_3,6,W_CF_5,French,arg,3,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,33,T_CF_13_arg_F_C_1,4,T_CF_13,French,arg,1,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,34,A_PLF_19_narr_F_C_3,6,A_PLF_19,French,narr,3,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,35,R_CF_8_narr_F_C_1,4,R_CF_8,French,narr,1,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,36,Q_CF_8_narr_F_C_2,4,Q_CF_8,French,narr,2,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,37,Q_CF_8_arg_F_C_2,4,Q_CF_8,French,arg,2,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,38,D_PLF_8_arg_F_C_2,4,D_PLF_8,French,arg,2,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,39,T_CF_11_arg_F_C_2,4,T_CF_11,French,arg,2,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,40,P_CF_9_narr_F_C_3,7,P_CF_9,French,narr,3,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,41,Y_PNF_6_narr_F_C_2,4,Y_PNF_6,French,narr,2,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,42,A_PLF_10_narr_F_C_2,2,A_PLF_10,French,narr,2,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,43,T_CF_11_narr_F_C_2,3,T_CF_11,French,narr,2,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,44,AD_PLF_5_narr_F_C_1,2,AD_PLF_5,French,narr,1,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,45,P_CF_2_arg_F_C_3,5,P_CF_2,French,arg,3,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,46,AD_PLF_21_narr_F_C_3,6,AD_PLF_21,French,narr,3,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,47,A_PLF_12_arg_F_C_2,4,A_PLF_12,French,arg,2,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,48,C_PLF_7_arg_F_C_3,5,C_PLF_7,French,arg,3,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,49,A_PLF_3_narr_F_C_2,3,A_PLF_3,French,narr,2,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,50,AD_PLF_5_arg_F_C_2,4,AD_PLF_5,French,arg,2,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,5878938c99c52,51,AA_PLF_9_narr_F_C_2,5,AA_PLF_9,French,narr,2,female,50,mono-French,NA,NA,CH,Master,Other,divers,NA,NA
French_E,58795a36852bc,2,Q_CF_8_arg_F_C_2,7,Q_CF_8,French,arg,2,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,3,A_PLF_12_narr_F_C_3,8,A_PLF_12,French,narr,3,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,4,T_CF_3_narr_F_C_3,5,T_CF_3,French,narr,3,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,5,R_CF_14_narr_F_C_1,3,R_CF_14,French,narr,1,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,6,Q_CF_2_narr_F_C_2,4,Q_CF_2,French,narr,2,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,7,Q_CF_14_arg_F_C_1,7,Q_CF_14,French,arg,1,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,8,P_CF_9_arg_F_C_2,8,P_CF_9,French,arg,2,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,9,A_PLF_3_narr_F_C_2,5,A_PLF_3,French,narr,2,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,10,AD_PLF_2_arg_F_C_1,4,AD_PLF_2,French,arg,1,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,11,T_CF_11_narr_F_C_2,5,T_CF_11,French,narr,2,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,12,A_PLF_15_narr_F_C_1,3,A_PLF_15,French,narr,1,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,13,AD_PLF_5_arg_F_C_2,6,AD_PLF_5,French,arg,2,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,14,AA_PLF_9_narr_F_C_2,7,AA_PLF_9,French,narr,2,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,15,AD_PLF_12_arg_F_C_2,6,AD_PLF_12,French,arg,2,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,17,AE_PLF_4_arg_F_C_1,6,AE_PLF_4,French,arg,1,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,18,AD_PLF_5_narr_F_C_1,4,AD_PLF_5,French,narr,1,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,19,D_PLF_8_arg_F_C_2,5,D_PLF_8,French,arg,2,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,20,Q_CF_11_arg_F_C_3,8,Q_CF_11,French,arg,3,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,21,Y_PNF_26_arg_F_C_3,7,Y_PNF_26,French,arg,3,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,22,Y_PNF_36_narr_F_C_3,6,Y_PNF_36,French,narr,3,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,23,T_CF_9_narr_F_C_3,5,T_CF_9,French,narr,3,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,24,Q_CF_8_narr_F_C_2,4,Q_CF_8,French,narr,2,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,25,W_CF_20_arg_F_C_1,2,W_CF_20,French,arg,1,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,26,P_CF_9_narr_F_C_3,9,P_CF_9,French,narr,3,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,27,T_CF_13_arg_F_C_1,3,T_CF_13,French,arg,1,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,28,AE_PLF_4_arg_F_C_3,3,AE_PLF_4,French,arg,3,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,29,P_CF_2_arg_F_C_3,5,P_CF_2,French,arg,3,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,30,R_CF_8_narr_F_C_1,3,R_CF_8,French,narr,1,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,31,Y_PNF_34_arg_F_C_3,3,Y_PNF_34,French,arg,3,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,32,Y_PNF_3_arg_F_C_1,2,Y_PNF_3,French,arg,1,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,33,W_CF_5_arg_F_C_3,5,W_CF_5,French,arg,3,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,34,A_PLF_7_narr_F_C_1,3,A_PLF_7,French,narr,1,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,35,AD_PLF_5_narr_F_C_3,3,AD_PLF_5,French,narr,3,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,36,A_PLF_10_narr_F_C_2,2,A_PLF_10,French,narr,2,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,37,AD_PLF_8_arg_F_C_3,7,AD_PLF_8,French,arg,3,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,38,AD_PLF_21_narr_F_C_3,5,AD_PLF_21,French,narr,3,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,39,A_PLF_19_narr_F_C_3,4,A_PLF_19,French,narr,3,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,40,T_CF_11_narr_F_C_3,7,T_CF_11,French,narr,3,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,41,AD_PLF_21_arg_F_C_2,4,AD_PLF_21,French,arg,2,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,42,Y_PNF_6_narr_F_C_2,4,Y_PNF_6,French,narr,2,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,43,R_CF_20_arg_F_C_2,3,R_CF_20,French,arg,2,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,44,T_CF_11_arg_F_C_2,2,T_CF_11,French,arg,2,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,45,C_PLF_7_arg_F_C_3,6,C_PLF_7,French,arg,3,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,46,R_CF_6_narr_F_C_3,4,R_CF_6,French,narr,3,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,47,Y_PNF_33_narr_F_C_2,4,Y_PNF_33,French,narr,2,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,48,T_CF_11_arg_F_C_3,4,T_CF_11,French,arg,3,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,49,D_PLF_7_narr_F_C_1,2,D_PLF_7,French,narr,1,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,50,Z_PLF_4_arg_F_C_1,4,Z_PLF_4,French,arg,1,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,58795a36852bc,51,A_PLF_12_arg_F_C_2,5,A_PLF_12,French,arg,2,female,58,mono-French,NA,NA,CH,Master,Teacher,NA,SecondaryAdults,NA
French_E,5879e162cc303,2,Q_CF_14_arg_F_C_1,6,Q_CF_14,French,arg,1,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,3,Y_PNF_6_narr_F_C_2,6,Y_PNF_6,French,narr,2,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,4,Z_PLF_4_arg_F_C_1,5,Z_PLF_4,French,arg,1,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,5,A_PLF_7_narr_F_C_1,5,A_PLF_7,French,narr,1,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,6,AD_PLF_5_narr_F_C_1,4,AD_PLF_5,French,narr,1,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,7,T_CF_11_arg_F_C_2,4,T_CF_11,French,arg,2,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,8,W_CF_20_arg_F_C_1,4,W_CF_20,French,arg,1,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,9,Q_CF_8_narr_F_C_2,6,Q_CF_8,French,narr,2,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,10,Y_PNF_36_narr_F_C_3,7,Y_PNF_36,French,narr,3,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,11,Y_PNF_33_narr_F_C_2,7,Y_PNF_33,French,narr,2,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,12,T_CF_11_narr_F_C_3,6,T_CF_11,French,narr,3,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,13,A_PLF_12_arg_F_C_2,5,A_PLF_12,French,arg,2,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,14,A_PLF_15_narr_F_C_1,5,A_PLF_15,French,narr,1,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,15,D_PLF_7_narr_F_C_1,5,D_PLF_7,French,narr,1,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,16,AD_PLF_12_arg_F_C_2,4,AD_PLF_12,French,arg,2,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,17,D_PLF_4_arg_F_C_1,5,D_PLF_4,French,arg,1,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,18,AE_PLF_4_arg_F_C_3,5,AE_PLF_4,French,arg,3,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,19,P_CF_9_narr_F_C_3,9,P_CF_9,French,narr,3,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,20,Q_CF_11_arg_F_C_3,6,Q_CF_11,French,arg,3,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,21,Y_PNF_26_arg_F_C_3,7,Y_PNF_26,French,arg,3,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,22,Y_PNF_34_arg_F_C_3,7,Y_PNF_34,French,arg,3,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,23,AE_PLF_4_arg_F_C_1,6,AE_PLF_4,French,arg,1,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,25,R_CF_6_narr_F_C_3,6,R_CF_6,French,narr,3,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,26,AD_PLF_21_arg_F_C_2,6,AD_PLF_21,French,arg,2,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,27,AD_PLF_21_narr_F_C_3,6,AD_PLF_21,French,narr,3,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,28,T_CF_11_narr_F_C_2,5,T_CF_11,French,narr,2,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,29,P_CF_9_arg_F_C_2,8,P_CF_9,French,arg,2,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,30,AD_PLF_5_narr_F_C_3,6,AD_PLF_5,French,narr,3,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,31,Q_CF_2_narr_F_C_2,5,Q_CF_2,French,narr,2,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,32,Q_CF_8_arg_F_C_2,6,Q_CF_8,French,arg,2,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,33,T_CF_13_arg_F_C_1,6,T_CF_13,French,arg,1,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,34,R_CF_20_arg_F_C_2,5,R_CF_20,French,arg,2,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,35,T_CF_11_arg_F_C_3,6,T_CF_11,French,arg,3,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,36,A_PLF_19_narr_F_C_3,6,A_PLF_19,French,narr,3,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,37,T_CF_9_narr_F_C_3,7,T_CF_9,French,narr,3,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,38,AD_PLF_2_arg_F_C_1,6,AD_PLF_2,French,arg,1,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,39,Y_PNF_3_arg_F_C_1,5,Y_PNF_3,French,arg,1,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,40,A_PLF_12_narr_F_C_3,7,A_PLF_12,French,narr,3,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,41,A_PLF_10_narr_F_C_2,3,A_PLF_10,French,narr,2,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,42,R_CF_8_narr_F_C_1,5,R_CF_8,French,narr,1,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,43,R_CF_14_narr_F_C_1,5,R_CF_14,French,narr,1,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,44,W_CF_5_arg_F_C_3,6,W_CF_5,French,arg,3,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,45,D_PLF_8_arg_F_C_2,5,D_PLF_8,French,arg,2,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,46,A_PLF_3_narr_F_C_2,6,A_PLF_3,French,narr,2,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,47,AA_PLF_9_narr_F_C_2,7,AA_PLF_9,French,narr,2,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,48,C_PLF_7_arg_F_C_3,6,C_PLF_7,French,arg,3,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,49,AD_PLF_8_arg_F_C_3,6,AD_PLF_8,French,arg,3,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,50,AD_PLF_5_arg_F_C_2,6,AD_PLF_5,French,arg,2,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,5879e162cc303,51,T_CF_3_narr_F_C_3,5,T_CF_3,French,narr,3,female,24,mono-French,NA,NA,FR,Master,Linguist,NA,NA,NA
French_E,587d0b4ad2f7e,2,T_CF_11_arg_F_C_2,4,T_CF_11,French,arg,2,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,3,W_CF_5_arg_F_C_3,7,W_CF_5,French,arg,3,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,4,AD_PLF_21_arg_F_C_2,4,AD_PLF_21,French,arg,2,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,5,W_CF_20_arg_F_C_1,2,W_CF_20,French,arg,1,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,6,AD_PLF_8_arg_F_C_3,7,AD_PLF_8,French,arg,3,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,7,Y_PNF_34_arg_F_C_3,6,Y_PNF_34,French,arg,3,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,8,T_CF_11_narr_F_C_3,6,T_CF_11,French,narr,3,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,9,A_PLF_19_narr_F_C_3,8,A_PLF_19,French,narr,3,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,10,T_CF_9_narr_F_C_3,7,T_CF_9,French,narr,3,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,11,A_PLF_10_narr_F_C_2,3,A_PLF_10,French,narr,2,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,12,T_CF_13_arg_F_C_1,1,T_CF_13,French,arg,1,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,13,AD_PLF_5_arg_F_C_2,8,AD_PLF_5,French,arg,2,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,14,Y_PNF_26_arg_F_C_3,7,Y_PNF_26,French,arg,3,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,15,R_CF_8_narr_F_C_1,5,R_CF_8,French,narr,1,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,16,Q_CF_11_arg_F_C_3,9,Q_CF_11,French,arg,3,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,17,Q_CF_14_arg_F_C_1,7,Q_CF_14,French,arg,1,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,18,A_PLF_7_narr_F_C_1,7,A_PLF_7,French,narr,1,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,19,Q_CF_8_narr_F_C_2,4,Q_CF_8,French,narr,2,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,20,AD_PLF_21_narr_F_C_3,5,AD_PLF_21,French,narr,3,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,21,D_PLF_8_arg_F_C_2,5,D_PLF_8,French,arg,2,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,22,AE_PLF_4_arg_F_C_3,2,AE_PLF_4,French,arg,3,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,23,Q_CF_2_narr_F_C_2,4,Q_CF_2,French,narr,2,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,24,R_CF_20_arg_F_C_2,2,R_CF_20,French,arg,2,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,25,P_CF_9_arg_F_C_2,8,P_CF_9,French,arg,2,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
French_E,587d0b4ad2f7e,26,R_CF_6_narr_F_C_3,8,R_CF_6,French,narr,3,female,25,mono-French,NA,NA,FR,Master,Student,NA,NA,sciences cognitives
